User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
Hill Station,Low,Nainital,Hill Station,High,Uttarakhand,3.51
Religious,Medium,Varanasi,Religious,Medium,UP,5.0
Wildlife,Medium,Kolkata,City Life,Low,West Bengal,2.01
Historical,Low,Bodh Gaya,Religious,Medium,Bihar,1.4
Hill Station,Medium,Rishikesh,Adventure,Medium,Uttarakhand,2.91
Adventure,High,Somnath,Religious,Medium,Gujarat,2.01
Beach,Medium,Jaipur,Historical,Low,Rajasthan,2.0
Religious,Medium,Kanha,Wildlife,Medium,MP,2.9
Adventure,High,Kolkata,City Life,High,West Bengal,2.9
Historical,Medium,Gir,Wildlife,Low,Gujarat,2.01
Hill Station,Medium,Somnath,Religious,High,Gujarat,1.4
Beach,Medium,Yadadri,Religious,Low,Telangana,2.0
Historical,Medium,Varkala,Beach,Medium,Kerala,2.91
Beach,Medium,Khajuraho,Historical,High,MP,1.4
Adventure,Medium,Bangalore,City Life,High,Karnataka,1.41
Hill Station,High,Zulruk,Adventure,High,Sikkim,2.9
Beach,High,Spiti,Adventure,Medium,Himachal,2.01
Wildlife,High,Spiti,Adventure,High,Himachal,2.91
Adventure,Medium,Baga,Beach,Low,Goa,2.0
Beach,High,Khajuraho,Historical,Low,MP,2.0
Beach,High,Varanasi,Religious,Low,UP,2.01
Hill Station,High,Nalanda,Historical,Medium,Bihar,2.01
Historical,High,Somnath,Religious,Medium,Gujarat,2.01
Adventure,Medium,Jaipur,Historical,High,Rajasthan,1.41
Beach,Low,Rishikesh,Adventure,High,Uttarakhand,1.4
Hill Station,Low,Somnath,Religious,Low,Gujarat,2.9
Historical,Low,Spiti,Adventure,Low,Himachal,2.91
Beach,Low,Marina,Beach,High,Tamil Nadu,3.51
City Life,Low,Spiti,Adventure,Low,Himachal,2.9
Beach,Low,Leh,Adventure,High,Ladakh,1.41
Hill Station,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.4
Historical,Medium,Gangtok,Hill Station,Medium,Sikkim,2.91
Beach,High,Madurai,Religious,High,Tamil Nadu,2.9
City Life,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
Religious,Medium,Shillong,Hill Station,High,Meghalaya,1.4
Adventure,High,Radhanagar,Beach,High,Andaman,2.9
Wildlife,High,Spiti,Adventure,High,Himachal,2.91
Wildlife,Medium,Amritsar,Religious,High,Punjab,1.4
Hill Station,High,Gir,Wildlife,High,Gujarat,2.9
Wildlife,High,Varanasi,Religious,High,UP,2.91
Wildlife,Low,Gulmarg,Hill Station,Low,Kashmir,2.9
City Life,Medium,Jaipur,Historical,Low,Rajasthan,2.01
Historical,Low,Mumbai,City Life,High,Maharashtra,1.41
Adventure,High,Kanha,Wildlife,High,MP,2.91
Beach,Medium,Puri,Beach,Medium,Odisha,5.0
City Life,Medium,Khajuraho,Historical,Low,MP,2.01
Historical,Low,Nainital,Hill Station,High,Uttarakhand,1.4
City Life,Medium,Leh,Adventure,Low,Ladakh,2.01
Adventure,High,Bandipur,Wildlife,Medium,Karnataka,2.01
Religious,Medium,Marina,Beach,Low,Tamil Nadu,2.01
Historical,Medium,Varanasi,Religious,High,UP,1.41
City Life,High,Dandeli,Adventure,Medium,Karnataka,2.0
Wildlife,Medium,Bodh Gaya,Religious,High,Bihar,1.4
Religious,High,Kaziranga,Wildlife,Low,Assam,2.01
Beach,Medium,Alibaug,Beach,Medium,Maharashtra,5.0
Beach,High,Ajanta,Historical,High,Maharashtra,2.91
Historical,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Adventure,Low,Yadadri,Religious,High,Telangana,1.4
Adventure,Medium,Nainital,Hill Station,Low,Uttarakhand,2.0
Adventure,Low,Nainital,Hill Station,Medium,Uttarakhand,1.41
Religious,Low,Ajanta,Historical,Low,Maharashtra,2.91
Beach,High,Alibaug,Beach,Medium,Maharashtra,4.11
Beach,Low,Bangalore,City Life,High,Karnataka,1.4
City Life,Medium,Nainital,Hill Station,Medium,Uttarakhand,2.91
Religious,Medium,Amritsar,Religious,Low,Punjab,4.11
City Life,High,Somnath,Religious,Low,Gujarat,2.01
Adventure,Medium,Shillong,Hill Station,Low,Meghalaya,2.0
Religious,Low,Baga,Beach,Low,Goa,2.9
Wildlife,Medium,Gulmarg,Hill Station,Medium,Kashmir,2.9
Adventure,Medium,Ajanta,Historical,Low,Maharashtra,2.0
Historical,Medium,Spiti,Adventure,Medium,Himachal,2.91
Historical,Medium,Gir,Wildlife,Low,Gujarat,2.0
City Life,High,Nalanda,Historical,High,Bihar,2.9
Religious,High,Nainital,Hill Station,High,Uttarakhand,2.9
Adventure,Medium,Alibaug,Beach,Low,Maharashtra,2.0
Wildlife,Medium,Red Fort,Historical,Medium,Delhi,2.91
Adventure,High,Spiti,Adventure,High,Himachal,5.0
Religious,High,Somnath,Religious,Low,Gujarat,4.11
Adventure,Low,Ooty,Hill Station,High,Tamil Nadu,1.41
Adventure,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.9
Wildlife,Low,Bangalore,City Life,Low,Karnataka,2.91
Hill Station,Low,Gangtok,Hill Station,High,Sikkim,3.5
Historical,Low,Jaipur,Historical,High,Rajasthan,3.51
Religious,High,Red Fort,Historical,High,Delhi,2.9
Adventure,High,Leh,Adventure,High,Ladakh,5.0
Wildlife,High,Bodh Gaya,Religious,Low,Bihar,2.01
Religious,Low,Bandipur,Wildlife,High,Karnataka,1.41
Historical,Low,Alibaug,Beach,High,Maharashtra,1.41
Beach,High,CP,City Life,Low,Delhi,2.0
Religious,Medium,Ajanta,Historical,High,Maharashtra,1.41
Beach,Medium,Nainital,Hill Station,Medium,Uttarakhand,2.91
Hill Station,High,Zulruk,Adventure,Low,Sikkim,2.01
City Life,Low,Zulruk,Adventure,Low,Sikkim,2.91
City Life,Low,Nainital,Hill Station,Medium,Uttarakhand,1.4
Hill Station,Medium,Red Fort,Historical,Low,Delhi,2.0
Adventure,Medium,Bangalore,City Life,Medium,Karnataka,2.91
Wildlife,High,Nainital,Hill Station,Low,Uttarakhand,2.01
Wildlife,Medium,Nainital,Hill Station,High,Uttarakhand,1.4
Wildlife,High,Alibaug,Beach,Medium,Maharashtra,2.0
Beach,Medium,Jaipur,Historical,Medium,Rajasthan,2.9
Religious,High,Nalanda,Historical,Medium,Bihar,2.0
Adventure,Medium,Ahmedabad,City Life,Medium,Gujarat,2.9
Religious,High,Tawang,Adventure,Low,Arunachal,2.0
Hill Station,Medium,Kaziranga,Wildlife,High,Assam,1.4
City Life,Medium,Baga,Beach,High,Goa,1.4
Hill Station,High,Madurai,Religious,Low,Tamil Nadu,2.01
Beach,High,Kanha,Wildlife,High,MP,2.9
Religious,Medium,Madurai,Religious,High,Tamil Nadu,3.5
Adventure,High,Ooty,Hill Station,High,Tamil Nadu,2.9
Beach,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
City Life,Medium,Puri,Beach,High,Odisha,1.41
Hill Station,Low,Nalanda,Historical,Medium,Bihar,1.41
Religious,High,Ooty,Hill Station,High,Tamil Nadu,2.91
Historical,Low,Varanasi,Religious,Medium,UP,1.4
Adventure,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
Beach,Medium,Baga,Beach,Medium,Goa,5.0
Wildlife,Low,Bandipur,Wildlife,High,Karnataka,3.5
Hill Station,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Adventure,High,Hampi,Historical,Low,Karnataka,2.0
Beach,Low,Jim Corbett,Wildlife,Medium,Uttarakhand,1.41
Historical,High,Puri,Beach,High,Odisha,2.91
Adventure,High,Marina,Beach,High,Tamil Nadu,2.91
Beach,Low,Dandeli,Adventure,Low,Karnataka,2.91
Beach,High,Khajuraho,Historical,Medium,MP,2.0
Religious,Low,Puri,Beach,Medium,Odisha,1.4
Beach,Low,Puri,Beach,Low,Odisha,5.0
Adventure,High,Ahmedabad,City Life,Medium,Gujarat,2.0
Beach,Low,Yadadri,Religious,High,Telangana,1.4
City Life,Low,Ajanta,Historical,High,Maharashtra,1.41
Hill Station,Low,Nalanda,Historical,Medium,Bihar,1.41
Historical,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
Religious,High,Red Fort,Historical,Low,Delhi,2.0
Wildlife,Low,Dandeli,Adventure,High,Karnataka,1.4
Historical,High,Bangalore,City Life,Medium,Karnataka,2.01
Hill Station,Low,Amritsar,Religious,Medium,Punjab,1.41
Hill Station,Medium,Yadadri,Religious,High,Telangana,1.4
City Life,High,Mumbai,City Life,High,Maharashtra,5.0
Historical,Medium,Amritsar,Religious,High,Punjab,1.41
Historical,High,Ahmedabad,City Life,Medium,Gujarat,2.01
City Life,Low,Gir,Wildlife,Low,Gujarat,2.9
City Life,Medium,Spiti,Adventure,Low,Himachal,2.01
Hill Station,Low,Madurai,Religious,Medium,Tamil Nadu,1.4
Adventure,High,Alibaug,Beach,Low,Maharashtra,2.01
City Life,High,Hyderabad,City Life,Medium,Telangana,4.11
City Life,Medium,Radhanagar,Beach,High,Andaman,1.4
Beach,Medium,Jim Corbett,Wildlife,High,Uttarakhand,1.4
Wildlife,High,Varanasi,Religious,Low,UP,2.0
Hill Station,High,Mumbai,City Life,Low,Maharashtra,2.01
Religious,Low,Leh,Adventure,Low,Ladakh,2.91
Religious,Medium,Ooty,Hill Station,High,Tamil Nadu,1.4
Wildlife,Medium,Hampi,Historical,Low,Karnataka,2.0
Hill Station,Low,Yadadri,Religious,Medium,Telangana,1.41
Hill Station,Low,Baga,Beach,Low,Goa,2.9
Religious,High,Kaziranga,Wildlife,Low,Assam,2.01
City Life,Medium,Gangtok,Hill Station,Medium,Sikkim,2.9
City Life,Medium,Varanasi,Religious,High,UP,1.41
Historical,High,Marina,Beach,Medium,Tamil Nadu,2.01
Adventure,High,Puri,Beach,Low,Odisha,2.0
Wildlife,Medium,Ajanta,Historical,High,Maharashtra,1.41
Hill Station,High,Somnath,Religious,Medium,Gujarat,2.01
Wildlife,High,Puri,Beach,Medium,Odisha,2.0
Hill Station,High,Bodh Gaya,Religious,Medium,Bihar,2.01
Religious,High,Radhanagar,Beach,Low,Andaman,2.01
Religious,Medium,Tawang,Adventure,Low,Arunachal,2.01
Historical,Low,Bandipur,Wildlife,Low,Karnataka,2.91
Wildlife,High,Manali,Hill Station,Medium,Himachal,2.0
City Life,Medium,Kaziranga,Wildlife,Low,Assam,2.01
Wildlife,Medium,Tawang,Adventure,Low,Arunachal,2.01
Hill Station,High,Somnath,Religious,Medium,Gujarat,2.01
City Life,High,Ahmedabad,City Life,High,Gujarat,5.0
Religious,High,Spiti,Adventure,High,Himachal,2.9
Beach,Low,Nalanda,Historical,Medium,Bihar,1.4
Wildlife,Low,Varanasi,Religious,Medium,UP,1.41
Historical,Low,Gangtok,Hill Station,High,Sikkim,1.4
Hill Station,Medium,Kaziranga,Wildlife,Low,Assam,2.01
Wildlife,High,Manali,Hill Station,High,Himachal,2.9
Historical,Medium,Hampi,Historical,High,Karnataka,3.5
Adventure,Low,Gir,Wildlife,High,Gujarat,1.4
Beach,Low,Baga,Beach,High,Goa,3.5
Wildlife,Medium,Kaziranga,Wildlife,High,Assam,3.51
City Life,Low,Gulmarg,Hill Station,Low,Kashmir,2.9
Historical,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Historical,Low,Jaipur,Historical,Low,Rajasthan,5.0
Historical,Medium,Ahmedabad,City Life,High,Gujarat,1.4
Adventure,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.91
Religious,Low,Kaziranga,Wildlife,Medium,Assam,1.4
Adventure,Low,Kaziranga,Wildlife,Low,Assam,2.91
Historical,Medium,Bangalore,City Life,Low,Karnataka,2.0
Wildlife,Medium,Bodh Gaya,Religious,Medium,Bihar,2.9
Beach,Low,CP,City Life,Medium,Delhi,1.41
City Life,Low,Alibaug,Beach,Low,Maharashtra,2.9
Hill Station,Low,Red Fort,Historical,Medium,Delhi,1.4
City Life,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.01
City Life,Low,Leh,Adventure,High,Ladakh,1.4
Religious,Medium,Bodh Gaya,Religious,Medium,Bihar,5.0
Adventure,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Wildlife,Medium,Zulruk,Adventure,Medium,Sikkim,2.91
Wildlife,Low,Tawang,Adventure,Medium,Arunachal,1.41
Religious,Medium,Ajanta,Historical,Medium,Maharashtra,2.9
Adventure,Low,Ooty,Hill Station,Low,Tamil Nadu,2.91
City Life,Low,Kanha,Wildlife,Medium,MP,1.41
Hill Station,Low,Madurai,Religious,High,Tamil Nadu,1.4
Historical,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Religious,High,Zulruk,Adventure,Medium,Sikkim,2.01
Wildlife,Low,Varkala,Beach,Medium,Kerala,1.4
City Life,High,Yadadri,Religious,Low,Telangana,2.0
Religious,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Religious,High,Marina,Beach,Medium,Tamil Nadu,2.0
Religious,High,Kanha,Wildlife,Medium,MP,2.01
Religious,Medium,Amritsar,Religious,Low,Punjab,4.11
Wildlife,High,CP,City Life,Low,Delhi,2.01
Historical,High,Kanha,Wildlife,Medium,MP,2.0
Historical,Low,Shillong,Hill Station,Medium,Meghalaya,1.41
Adventure,Medium,Ahmedabad,City Life,Medium,Gujarat,2.91
Adventure,Medium,Alibaug,Beach,High,Maharashtra,1.4
Hill Station,Low,Bodh Gaya,Religious,Low,Bihar,2.91
Wildlife,High,Ahmedabad,City Life,Medium,Gujarat,2.0
City Life,Low,Gulmarg,Hill Station,Medium,Kashmir,1.4
Adventure,High,Kolkata,City Life,Medium,West Bengal,2.0
Religious,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.0
Beach,Low,Jim Corbett,Wildlife,High,Uttarakhand,1.41
Historical,Low,Alibaug,Beach,High,Maharashtra,1.41
Adventure,High,Radhanagar,Beach,Low,Andaman,2.0
Religious,Medium,Leh,Adventure,High,Ladakh,1.4
City Life,Low,Hampi,Historical,Medium,Karnataka,1.41
Hill Station,Medium,Spiti,Adventure,Medium,Himachal,2.9
Adventure,Medium,Amritsar,Religious,Medium,Punjab,2.9
Beach,Low,Kanha,Wildlife,Medium,MP,1.4
Religious,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.91
Wildlife,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
City Life,Low,Bangalore,City Life,High,Karnataka,3.51
Religious,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.9
Adventure,Medium,CP,City Life,Low,Delhi,2.0
Historical,High,Hampi,Historical,High,Karnataka,5.0
Hill Station,Low,Yadadri,Religious,Low,Telangana,2.91
Wildlife,Medium,Amritsar,Religious,High,Punjab,1.41
Religious,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Wildlife,Low,Alibaug,Beach,Low,Maharashtra,2.9
Historical,Medium,Amritsar,Religious,Low,Punjab,2.01
Hill Station,High,Kolkata,City Life,Medium,West Bengal,2.01
Wildlife,Medium,Jaipur,Historical,High,Rajasthan,1.4
Historical,Low,Kanha,Wildlife,Medium,MP,1.4
Adventure,High,Tawang,Adventure,Low,Arunachal,4.11
Religious,High,Kanha,Wildlife,Low,MP,2.0
Religious,Medium,Baga,Beach,Low,Goa,2.01
Adventure,High,Ahmedabad,City Life,High,Gujarat,2.91
Beach,High,Madurai,Religious,Low,Tamil Nadu,2.01
Wildlife,Medium,CP,City Life,High,Delhi,1.41
Beach,Medium,Nalanda,Historical,Low,Bihar,2.0
Historical,Low,Bandipur,Wildlife,High,Karnataka,1.4
Hill Station,High,Gir,Wildlife,High,Gujarat,2.91
Historical,High,Nainital,Hill Station,Medium,Uttarakhand,2.0
Beach,High,Kaziranga,Wildlife,Medium,Assam,2.01
City Life,Low,Tawang,Adventure,Medium,Arunachal,1.41
City Life,Medium,Dandeli,Adventure,Medium,Karnataka,2.9
Wildlife,Medium,Ahmedabad,City Life,Low,Gujarat,2.01
City Life,Low,Dandeli,Adventure,Medium,Karnataka,1.41
Beach,Low,Alibaug,Beach,Medium,Maharashtra,3.5
Religious,High,Ahmedabad,City Life,High,Gujarat,2.91
Beach,High,Ahmedabad,City Life,Low,Gujarat,2.0
Hill Station,High,Red Fort,Historical,Low,Delhi,2.01
Historical,Low,Bodh Gaya,Religious,Low,Bihar,2.9
Hill Station,Low,Ahmedabad,City Life,High,Gujarat,1.41
Religious,High,Kolkata,City Life,Low,West Bengal,2.01
Historical,Medium,Bodh Gaya,Religious,Low,Bihar,2.0
City Life,Low,Nalanda,Historical,Low,Bihar,2.91
Historical,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Wildlife,High,CP,City Life,High,Delhi,2.9
Wildlife,Low,Tawang,Adventure,Low,Arunachal,2.9
Wildlife,Low,Manali,Hill Station,Medium,Himachal,1.4
Religious,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
Historical,Medium,Puri,Beach,Low,Odisha,2.01
Wildlife,High,Hampi,Historical,Medium,Karnataka,2.0
Beach,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
Religious,High,Nalanda,Historical,High,Bihar,2.9
City Life,Low,Puri,Beach,High,Odisha,1.4
Religious,Medium,Varkala,Beach,Low,Kerala,2.0
Beach,Medium,Puri,Beach,High,Odisha,3.51
Hill Station,High,Baga,Beach,Low,Goa,2.0
Hill Station,Low,Nalanda,Historical,Low,Bihar,2.91
Historical,Low,Hyderabad,City Life,Medium,Telangana,1.4
Religious,Medium,Shillong,Hill Station,Medium,Meghalaya,2.9
City Life,Low,Tawang,Adventure,Low,Arunachal,2.9
Beach,Low,Jaipur,Historical,Medium,Rajasthan,1.4
Beach,Low,Marina,Beach,Medium,Tamil Nadu,3.5
Historical,Medium,Yadadri,Religious,Low,Telangana,2.01
Historical,Medium,Mumbai,City Life,High,Maharashtra,1.4
Historical,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
Religious,Medium,Somnath,Religious,Low,Gujarat,4.1
Wildlife,Medium,Spiti,Adventure,High,Himachal,1.41
Religious,Medium,Varkala,Beach,Low,Kerala,2.01
City Life,High,Radhanagar,Beach,Medium,Andaman,2.01
Historical,Medium,Kaziranga,Wildlife,High,Assam,1.41
Wildlife,High,Puri,Beach,Medium,Odisha,2.01
Religious,High,Ranthambore,Wildlife,Medium,Rajasthan,2.0
Hill Station,Medium,Manali,Hill Station,Medium,Himachal,5.0
Beach,Low,Ahmedabad,City Life,Low,Gujarat,2.91
Religious,Low,Ooty,Hill Station,Medium,Tamil Nadu,1.4
Beach,Medium,Baga,Beach,Low,Goa,4.11
City Life,Low,Bandipur,Wildlife,Medium,Karnataka,1.41
Hill Station,High,Baga,Beach,High,Goa,2.91
City Life,Low,Hyderabad,City Life,Low,Telangana,5.0
City Life,High,Zulruk,Adventure,Low,Sikkim,2.01
Wildlife,High,Hampi,Historical,High,Karnataka,2.9
Wildlife,High,Amritsar,Religious,Low,Punjab,2.01
Wildlife,Low,Jim Corbett,Wildlife,Low,Uttarakhand,5.0
Religious,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.0
City Life,Low,Zulruk,Adventure,High,Sikkim,1.4
Adventure,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.0
Beach,Medium,Bangalore,City Life,Medium,Karnataka,2.91
Historical,High,Madurai,Religious,High,Tamil Nadu,2.91
Historical,High,Dandeli,Adventure,High,Karnataka,2.91
Beach,Medium,Ahmedabad,City Life,High,Gujarat,1.4
Wildlife,Low,Gir,Wildlife,Medium,Gujarat,3.51
Hill Station,High,Alibaug,Beach,Medium,Maharashtra,2.0
Beach,Low,Somnath,Religious,Medium,Gujarat,1.41
Adventure,High,Marina,Beach,Low,Tamil Nadu,2.0
Wildlife,Medium,Khajuraho,Historical,Medium,MP,2.9
Religious,High,Tawang,Adventure,High,Arunachal,2.91
Historical,High,Leh,Adventure,High,Ladakh,2.91
Religious,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Historical,High,Bandipur,Wildlife,High,Karnataka,2.9
Beach,Medium,Spiti,Adventure,Low,Himachal,2.01
Religious,Medium,Leh,Adventure,Low,Ladakh,2.0
Historical,Medium,Marina,Beach,High,Tamil Nadu,1.41
Wildlife,High,Mumbai,City Life,Medium,Maharashtra,2.01
Hill Station,Medium,Madurai,Religious,High,Tamil Nadu,1.41
City Life,Low,Yadadri,Religious,Medium,Telangana,1.41
Beach,Medium,Dandeli,Adventure,High,Karnataka,1.4
Wildlife,High,Kaziranga,Wildlife,High,Assam,5.0
Religious,Low,Madurai,Religious,High,Tamil Nadu,3.51
Adventure,High,Kaziranga,Wildlife,Low,Assam,2.0
Beach,High,Kolkata,City Life,Low,West Bengal,2.0
Historical,High,Radhanagar,Beach,Medium,Andaman,2.01
Historical,Medium,Gir,Wildlife,Low,Gujarat,2.01
Beach,High,Alibaug,Beach,Medium,Maharashtra,4.11
Wildlife,Medium,Radhanagar,Beach,Low,Andaman,2.01
Beach,Medium,Marina,Beach,Medium,Tamil Nadu,5.0
Religious,Low,Ooty,Hill Station,Medium,Tamil Nadu,1.41
Beach,Low,Rishikesh,Adventure,High,Uttarakhand,1.41
Beach,High,Somnath,Religious,Low,Gujarat,2.01
Hill Station,High,Madurai,Religious,Medium,Tamil Nadu,2.01
Wildlife,Medium,Bangalore,City Life,Low,Karnataka,2.0
Adventure,Medium,Somnath,Religious,High,Gujarat,1.41
City Life,Medium,Yadadri,Religious,Medium,Telangana,2.91
Adventure,Medium,Shillong,Hill Station,Low,Meghalaya,2.0
Wildlife,Medium,CP,City Life,Low,Delhi,2.0
Adventure,High,Mumbai,City Life,Low,Maharashtra,2.0
Beach,Medium,Ahmedabad,City Life,High,Gujarat,1.4
City Life,Medium,Varkala,Beach,High,Kerala,1.4
Beach,High,Varkala,Beach,Low,Kerala,4.11
Beach,Low,Hyderabad,City Life,High,Telangana,1.4
Adventure,Low,Rishikesh,Adventure,Medium,Uttarakhand,3.5
Wildlife,High,Varkala,Beach,Low,Kerala,2.0
Wildlife,Medium,Somnath,Religious,High,Gujarat,1.41
Historical,Medium,Varanasi,Religious,Low,UP,2.0
Religious,Low,Spiti,Adventure,High,Himachal,1.41
City Life,Low,Ooty,Hill Station,Low,Tamil Nadu,2.91
Adventure,Medium,Gangtok,Hill Station,High,Sikkim,1.4
Beach,Medium,Nalanda,Historical,Medium,Bihar,2.91
Wildlife,Low,Ajanta,Historical,High,Maharashtra,1.4
Hill Station,High,Zulruk,Adventure,Low,Sikkim,2.0
Hill Station,Low,Gangtok,Hill Station,Low,Sikkim,5.0
Beach,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Beach,Low,Alibaug,Beach,Low,Maharashtra,5.0
City Life,Medium,Varkala,Beach,Medium,Kerala,2.9
Historical,Medium,Spiti,Adventure,High,Himachal,1.41
Wildlife,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Hill Station,Medium,Baga,Beach,High,Goa,1.4
Religious,Low,Marina,Beach,Medium,Tamil Nadu,1.4
City Life,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Beach,Low,Rishikesh,Adventure,High,Uttarakhand,1.41
Historical,Low,Puri,Beach,Low,Odisha,2.9
Wildlife,Medium,Radhanagar,Beach,High,Andaman,1.41
Adventure,Low,Kolkata,City Life,High,West Bengal,1.41
Historical,Low,Bandipur,Wildlife,Medium,Karnataka,1.41
Historical,Medium,Kolkata,City Life,Low,West Bengal,2.0
City Life,High,Varanasi,Religious,Low,UP,2.0
City Life,Low,Red Fort,Historical,Medium,Delhi,1.41
Beach,High,Tawang,Adventure,Low,Arunachal,2.01
Historical,Low,Jaipur,Historical,Low,Rajasthan,5.0
City Life,High,Leh,Adventure,Medium,Ladakh,2.0
Adventure,High,Kanha,Wildlife,Medium,MP,2.01
Hill Station,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Beach,Low,Bangalore,City Life,Low,Karnataka,2.91
Beach,Medium,Mumbai,City Life,Low,Maharashtra,2.01
Hill Station,Low,Puri,Beach,Medium,Odisha,1.41
Historical,Low,CP,City Life,High,Delhi,1.41
Historical,High,Nalanda,Historical,Low,Bihar,4.11
City Life,Medium,Yadadri,Religious,Medium,Telangana,2.91
City Life,Medium,Yadadri,Religious,Low,Telangana,2.0
Hill Station,High,Ajanta,Historical,Medium,Maharashtra,2.0
City Life,High,Marina,Beach,Low,Tamil Nadu,2.01
Religious,Medium,Kaziranga,Wildlife,Medium,Assam,2.91
City Life,Low,Ajanta,Historical,High,Maharashtra,1.41
Historical,Low,Mumbai,City Life,High,Maharashtra,1.4
Wildlife,Medium,Jaipur,Historical,Low,Rajasthan,2.0
Hill Station,High,Ooty,Hill Station,Medium,Tamil Nadu,4.1
Religious,High,CP,City Life,High,Delhi,2.91
Wildlife,High,Mumbai,City Life,Medium,Maharashtra,2.01
City Life,Low,Spiti,Adventure,Medium,Himachal,1.41
Religious,Low,Zulruk,Adventure,High,Sikkim,1.4
Religious,High,Bandipur,Wildlife,Low,Karnataka,2.01
City Life,Medium,Varkala,Beach,Low,Kerala,2.01
Religious,Medium,Yadadri,Religious,Medium,Telangana,5.0
Adventure,High,Radhanagar,Beach,Medium,Andaman,2.01
City Life,Low,Khajuraho,Historical,Low,MP,2.9
Beach,Low,Amritsar,Religious,Medium,Punjab,1.41
Hill Station,Low,Zulruk,Adventure,Medium,Sikkim,1.4
City Life,Medium,Bangalore,City Life,Low,Karnataka,4.1
Hill Station,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Religious,Low,Gulmarg,Hill Station,High,Kashmir,1.4
Beach,Medium,Rishikesh,Adventure,Low,Uttarakhand,2.01
Beach,Medium,Madurai,Religious,High,Tamil Nadu,1.4
Hill Station,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Historical,Low,Amritsar,Religious,Medium,Punjab,1.4
City Life,Medium,Puri,Beach,Medium,Odisha,2.9
City Life,High,Ahmedabad,City Life,Low,Gujarat,4.11
Religious,Low,Jaipur,Historical,High,Rajasthan,1.41
City Life,Medium,Kanha,Wildlife,Medium,MP,2.9
Historical,High,Ahmedabad,City Life,Medium,Gujarat,2.0
City Life,Medium,Bodh Gaya,Religious,High,Bihar,1.41
Hill Station,Low,Puri,Beach,High,Odisha,1.4
Religious,Medium,Tawang,Adventure,Medium,Arunachal,2.9
Historical,Low,Shillong,Hill Station,Medium,Meghalaya,1.4
Wildlife,Medium,Kolkata,City Life,Medium,West Bengal,2.9
Historical,Medium,Gir,Wildlife,Low,Gujarat,2.0
Religious,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
Historical,Low,Somnath,Religious,Medium,Gujarat,1.4
Beach,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.9
Historical,High,Bangalore,City Life,Medium,Karnataka,2.01
Wildlife,Medium,Bandipur,Wildlife,Low,Karnataka,4.11
Religious,Medium,Varkala,Beach,Medium,Kerala,2.91
